"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1111,10,"500","RAW","glmnet",0.163661725289495,0.364955308194427
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1221,10,"500","RAW","glmnet",0.153191375810072,0.343495718044421
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1221,10,"500","RAW","glmnet",0.165659457823703,0.381084609237145
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1331,10,"500","RAW","glmnet",0.16757444681529,0.342020253695282
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1331,10,"500","RAW","glmnet",0.354783635146517,0.354932320809222
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1441,10,"500","RAW","glmnet",0.135921207797906,0.317845489466064
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1441,10,"500","RAW","glmnet",0.160495652755323,0.381034628611807
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1551,10,"500","RAW","glmnet",0.136224732723953,0.310076528266341
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1551,10,"500","RAW","glmnet",0.151205022029351,0.396606643318738
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1661,10,"500","RAW","glmnet",0.166334336736728,0.338276421027498
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1661,10,"500","RAW","glmnet",0.198380065825243,0.395673433932093
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1771,10,"500","RAW","glmnet",0.139696043422402,0.357326026349088
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1771,10,"500","RAW","glmnet",0.168996478598274,0.371597454509739
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1881,10,"500","RAW","glmnet",0.170361764947417,0.336970205453842
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1881,10,"500","RAW","glmnet",0.143375711818053,0.356738940196078
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1991,10,"500","RAW","glmnet",0.154497207213847,0.36420501863185
"plus","python","Tagged","Agnostic","all","coha","elastic",210,1991,10,"500","RAW","glmnet",0.144070556808426,0.353697528964833
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.457509702816283,0.64671818143316
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.440928184997145,0.64671818143316
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.465110805337016,0.542489177489177
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.398956553348003,0.513073593073593
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.457407524407504,0.607554376517182
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.42606454048369,0.591905025867831
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1331,20,"0","RAW","glmnet",0.44405381297448,0.611907233053704
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1331,20,"0","RAW","glmnet",0.475921924598759,0.680094223800127
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1441,20,"0","RAW","glmnet",0.388079773859784,0.613333333333333
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1441,20,"0","RAW","glmnet",0.436277473112479,0.613333333333333
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1551,20,"0","RAW","glmnet",0.404950379840945,0.62884430673893
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1551,20,"0","RAW","glmnet",0.439319973335379,0.639609551216462
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1661,20,"0","RAW","glmnet",0.434916098304063,0.629827466038163
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1661,20,"0","RAW","glmnet",0.422405317974878,0.619307985518682
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1771,20,"0","RAW","glmnet",0.473740019063906,0.654090909090909
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1771,20,"0","RAW","glmnet",0.43524496243747,0.654675324675325
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.494723179995507,0.622229437229437
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.410633415749925,0.623896103896104
"norm","python","Tagged","Agnostic","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.491091629748233,0.567773892773893
"plus","python","Tagged","Agnostic","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.396002232319979,0.583443223443224
"norm","python","Tagged","Agnostic","all","coha","elastic",211,1001,20,"0","RAW","glmnet",0.304977197147912,0.579135796868746
