"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","Tagged","Aware","all","coha","elastic",210,1661,10,"100","RAW","glmnet",0.285296732583515,0.530634534751935
"norm","python","Tagged","Aware","all","coha","elastic",211,1771,10,"100","RAW","glmnet",0.270867846330682,0.517062905492073
"plus","python","Tagged","Aware","all","coha","elastic",210,1771,10,"100","RAW","glmnet",0.261878607446266,0.515616281304996
"norm","python","Tagged","Aware","all","coha","elastic",211,1881,10,"100","RAW","glmnet",0.266290975637207,0.504661951213079
"plus","python","Tagged","Aware","all","coha","elastic",210,1881,10,"100","RAW","glmnet",0.279760965815837,0.500665697065697
"norm","python","Tagged","Aware","all","coha","elastic",211,1991,10,"100","RAW","glmnet",0.267752236705226,0.51585993821604
"plus","python","Tagged","Aware","all","coha","elastic",210,1991,10,"100","RAW","glmnet",0.273200949049517,0.497421379174824
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1001,10,"500","RAW","glmnet",0.321907104983218,0.51993262051852
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1001,10,"500","RAW","glmnet",0.474209331340036,0.486774562773451
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1111,10,"500","RAW","glmnet",0.29982263784513,0.402794448270954
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1111,10,"500","RAW","glmnet",0.397832728110407,0.436969696969697
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1221,10,"500","RAW","glmnet",0.354619277317741,0.411244008811276
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1221,10,"500","RAW","glmnet",0.28992426415787,0.388587109204846
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1331,10,"500","RAW","glmnet",0.366194576435096,0.373593100959355
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1331,10,"500","RAW","glmnet",0.291666621494426,0.415855719699661
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1441,10,"500","RAW","glmnet",0.289235418120428,0.409154308347644
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1441,10,"500","RAW","glmnet",0.292913955305866,0.428691678691679
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1551,10,"500","RAW","glmnet",0.330289492895588,0.453805924733758
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1551,10,"500","RAW","glmnet",0.344045313435002,0.472640534815875
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1661,10,"500","RAW","glmnet",0.333346612975526,0.436984794879308
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1661,10,"500","RAW","glmnet",0.40421825393856,0.624242424242424
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1771,10,"500","RAW","glmnet",0.329377689809167,0.512091556499189
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1771,10,"500","RAW","glmnet",0.310658456987445,0.721212121212121
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1881,10,"500","RAW","glmnet",0.32548729111814,0.705014506620576
