"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","Tagged","Aware","all","coha","elastic",210,1991,10,"100","PPMI","glmnet",0.273200861341429,0.497421379174824
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1001,10,"500","PPMI","glmnet",0.319326021322627,0.519238177644286
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1001,10,"500","PPMI","glmnet",0.325477667059357,0.489627284427123
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1111,10,"500","PPMI","glmnet",0.303683254409167,0.402794448270954
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1111,10,"500","PPMI","glmnet",0.406246082462448,0.474177489177489
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1221,10,"500","PPMI","glmnet",0.356099960838083,0.411244008811276
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1221,10,"500","PPMI","glmnet",0.286448246908818,0.404125349707549
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1331,10,"500","PPMI","glmnet",0.360102495242511,0.374712466467338
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1331,10,"500","PPMI","glmnet",0.316631780053976,0.422036114723997
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1441,10,"500","PPMI","glmnet",0.289573066871721,0.419301234136281
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1441,10,"500","PPMI","glmnet",0.287639412128717,0.420822510822511
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1551,10,"500","PPMI","glmnet",0.334408217474026,0.456671627768546
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1551,10,"500","PPMI","glmnet",0.311274909084629,0.453805924733758
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1661,10,"500","PPMI","glmnet",0.336341633576008,0.386770747566208
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1661,10,"500","PPMI","glmnet",0.324989202375916,0.442424242424242
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1771,10,"500","PPMI","glmnet",0.330057386911511,0.512091556499189
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1771,10,"500","PPMI","glmnet",0.310803104986443,0.733333333333333
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1881,10,"500","PPMI","glmnet",0.307767282886046,0.548344616260448
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1881,10,"500","PPMI","glmnet",0.302746078266938,0.387489177489177
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1991,10,"500","PPMI","glmnet",0.318501743627573,0.41335739872063
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1991,10,"500","PPMI","glmnet",0.384816187020036,0.46531302031302
"norm","python","Tagged","Aware","all","coha","elastic",211,1001,10,"500","PPMI","glmnet",0.122806002102948,0.301699790001994
"plus","python","Tagged","Aware","all","coha","elastic",210,1001,10,"500","PPMI","glmnet",0.110623702888371,0.329247922927276
"norm","python","Tagged","Aware","all","coha","elastic",211,1111,10,"500","PPMI","glmnet",0.117084521821224,0.284743578657435
"plus","python","Tagged","Aware","all","coha","elastic",210,1111,10,"500","PPMI","glmnet",0.132586749929659,0.294573140415925
"norm","python","Tagged","Aware","all","coha","elastic",211,1221,10,"500","PPMI","glmnet",0.135013987667533,0.282232355778148
"plus","python","Tagged","Aware","all","coha","elastic",210,1221,10,"500","PPMI","glmnet",0.123876082034481,0.348392585848074
"norm","python","Tagged","Aware","all","coha","elastic",211,1331,10,"500","PPMI","glmnet",0.124272769596785,0.281621143441682
"plus","python","Tagged","Aware","all","coha","elastic",210,1331,10,"500","PPMI","glmnet",0.308511610635101,0.314175513651063
"norm","python","Tagged","Aware","all","coha","elastic",211,1441,10,"500","PPMI","glmnet",0.110132028208499,0.303415356453485
"plus","python","Tagged","Aware","all","coha","elastic",210,1441,10,"500","PPMI","glmnet",0.13018184824258,0.329247866212672
"norm","python","Tagged","Aware","all","coha","elastic",211,1551,10,"500","PPMI","glmnet",0.121714169692296,0.287139848430056
"plus","python","Tagged","Aware","all","coha","elastic",210,1551,10,"500","PPMI","glmnet",0.114581240754221,0.281430526532875
"norm","python","Tagged","Aware","all","coha","elastic",211,1661,10,"500","PPMI","glmnet",0.132487752648061,0.29929442163761
"plus","python","Tagged","Aware","all","coha","elastic",210,1661,10,"500","PPMI","glmnet",0.140690069487713,0.330861433497051
"norm","python","Tagged","Aware","all","coha","elastic",211,1771,10,"500","PPMI","glmnet",0.134015312390484,0.296300656629069
"plus","python","Tagged","Aware","all","coha","elastic",210,1771,10,"500","PPMI","glmnet",0.145478046497971,0.283597279799197
"norm","python","Tagged","Aware","all","coha","elastic",211,1881,10,"500","PPMI","glmnet",0.149742697294233,0.285862843821075
"plus","python","Tagged","Aware","all","coha","elastic",210,1881,10,"500","PPMI","glmnet",0.114985362660516,0.290845704352389
"norm","python","Tagged","Aware","all","coha","elastic",211,1991,10,"500","PPMI","glmnet",0.145470820349406,0.286247920892224
"plus","python","Tagged","Aware","all","coha","elastic",210,1991,10,"500","PPMI","glmnet",0.141362332707245,0.295874143493318
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1001,20,"0","PPMI","glmnet",0.507438703666252,0.691417330403124
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1001,20,"0","PPMI","glmnet",0.518452778368091,0.69208832607412
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1111,20,"0","PPMI","glmnet",0.478528841860219,0.587878787878788
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1111,20,"0","PPMI","glmnet",0.452024973586649,0.588787878787879
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1221,20,"0","PPMI","glmnet",0.517434371214263,0.650863857642996
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1221,20,"0","PPMI","glmnet",0.459417805375291,0.650863857642996
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1331,20,"0","PPMI","glmnet",0.481138495842737,0.632817312422372
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1331,20,"0","PPMI","glmnet",0.476675936189664,0.627281721694105
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1441,20,"0","PPMI","glmnet",0.448327317985998,0.659134199134199
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1441,20,"0","PPMI","glmnet",0.487820773009372,0.653311688311688
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1551,20,"0","PPMI","glmnet",0.47055729811416,0.673231938551136
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1551,20,"0","PPMI","glmnet",0.505355746857962,0.673231938551136
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1661,20,"0","PPMI","glmnet",0.476247567645273,0.658283783980677
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1661,20,"0","PPMI","glmnet",0.470091716818638,0.620621940548128
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1771,20,"0","PPMI","glmnet",0.505741995769297,0.696558441558442
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1771,20,"0","PPMI","glmnet",0.511033976174447,0.696558441558442
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1881,20,"0","PPMI","glmnet",0.467396571322846,0.634047619047619
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1881,20,"0","PPMI","glmnet",0.46505592858124,0.634047619047619
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1991,20,"0","PPMI","glmnet",0.513647711322952,0.625556110556111
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1991,20,"0","PPMI","glmnet",0.461444868822625,0.622698967698968
"norm","python","Tagged","Aware","all","coha","elastic",211,1001,20,"0","PPMI","glmnet",0.307467526099659,0.494296193411988
"plus","python","Tagged","Aware","all","coha","elastic",210,1001,20,"0","PPMI","glmnet",0.283944084896696,0.513724970913056
"norm","python","Tagged","Aware","all","coha","elastic",211,1111,20,"0","PPMI","glmnet",0.271822569577876,0.529215789768802
