"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"50","RAW","glmnet",0.475434930115751,0.691499305269434
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"50","RAW","glmnet",0.489395291357301,0.68717030094043
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"50","RAW","glmnet",0.534362536163941,0.677445887445888
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"50","RAW","glmnet",0.464597761674846,0.681255411255411
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"50","RAW","glmnet",0.512635480941953,0.654177489177489
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"50","RAW","glmnet",0.477637377735352,0.654177489177489
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"50","RAW","glmnet",0.497173625670275,0.642192807192807
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"50","RAW","glmnet",0.461380327277542,0.662564102564103
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1001,10,"50","RAW","glmnet",0.327588934861388,0.508618752306858
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1001,10,"50","RAW","glmnet",0.300080784127531,0.532025193960721
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1111,10,"50","RAW","glmnet",0.301351359772593,0.528694691134437
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1111,10,"50","RAW","glmnet",0.311757770285863,0.529827172057756
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1221,10,"50","RAW","glmnet",0.327410707375054,0.535279471876543
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1221,10,"50","RAW","glmnet",0.299600683912668,0.513582195725324
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1331,10,"50","RAW","glmnet",0.288833407064973,0.545168465289032
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1331,10,"50","RAW","glmnet",0.314294782676583,0.531756207535562
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1441,10,"50","RAW","glmnet",0.341224228033662,0.547949334042082
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1441,10,"50","RAW","glmnet",0.297889930281049,0.536312713777322
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1551,10,"50","RAW","glmnet",0.291358999909247,0.514699697254794
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1551,10,"50","RAW","glmnet",0.290258830251347,0.54119967214083
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1661,10,"50","RAW","glmnet",0.30000384419807,0.554255527010118
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1661,10,"50","RAW","glmnet",0.31734233986828,0.574299402165557
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1771,10,"50","RAW","glmnet",0.297254433959146,0.532600325411408
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1771,10,"50","RAW","glmnet",0.304368380016448,0.530241411153518
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1881,10,"50","RAW","glmnet",0.319118367498732,0.53304753906057
