"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","UnTagged","Aware","reddy","coha","elastic",89,1771,20,"0","RAW","glmnet",0.559131766873599,0.685238095238095
"norm","python","UnTagged","Aware","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.483208341542751,0.644004329004329
"plus","python","UnTagged","Aware","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.496163406580644,0.644004329004329
"norm","python","UnTagged","Aware","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.499577987878466,0.653130203130203
"plus","python","UnTagged","Aware","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.492467792425077,0.64985680985681
"norm","python","UnTagged","Aware","all","coha","elastic",211,1001,20,"0","RAW","glmnet",0.314514802018209,0.54708328936945
"plus","python","UnTagged","Aware","all","coha","elastic",210,1001,20,"0","RAW","glmnet",0.340951037592771,0.556362432352609
"norm","python","UnTagged","Aware","all","coha","elastic",211,1111,20,"0","RAW","glmnet",0.319969414091894,0.550691622722824
"plus","python","UnTagged","Aware","all","coha","elastic",210,1111,20,"0","RAW","glmnet",0.321286976884539,0.55581921172167
"norm","python","UnTagged","Aware","all","coha","elastic",211,1221,20,"0","RAW","glmnet",0.33997549112855,0.587462081087727
